category,player,match,is_anchor,window1_open_ET,scheduled_ET,realstart_ET,real_start_source,bid_min,bid_max,bid_band_width,bid_at_window1,bid_at_scheduled,bid_at_realstart,bid_precorridor_width,bid_corridor_width,bid_net_direction,bid_where_motion_corridorfrac,ask_min,ask_max,ask_band_width,ask_at_window1,ask_at_scheduled,ask_at_realstart,ask_precorridor_width,ask_corridor_width,ask_net_direction,ask_where_motion_corridorfrac,last_min,last_max,last_band_width,last_at_window1,last_at_scheduled,last_at_realstart,last_precorridor_width,last_corridor_width,last_net_direction,last_where_motion_corridorfrac,taker_buy_vol,taker_sell_vol,our_bid_path,our_fill_cent
ATP_MAIN,Jurij Rodionov,26JUN22CRAROD,YES,06:30:00,10:30:00,11:16:15,latch,67,70,3,,68,67,1,3,0,1.0,68,71,3,,70,71,2,3,0,1.0,67,72,5,,70,72,3,4,0,0.8,6950,513,staircase:63->64->65->66->67,
ATP_MAIN,DEN?,26JUN22DENZHO,,05:00:00,09:00:00,09:27:24,latch,40,48,8,,42,46,3,8,0,1.0,42,49,7,,44,47,3,6,0,0.857,42,48,6,,44,47,3,6,0,1.0,9165,150,staircase:35->36->37->38->39->40,
ATP_MAIN,ZHO?,26JUN22DENZHO,,05:00:00,09:00:00,09:27:24,latch,51,57,6,,56,53,3,6,0,1.0,52,59,7,,57,54,3,7,0,1.0,52,61,9,,57,53,2,9,0,1.0,7720,8870,engagement_join:57,57
ATP_MAIN,Terence Atmane,26JUN22DIAATM,,02:00:00,06:00:00,06:08:59,latch,43,50,7,,45,49,2,5,0,0.714,44,51,7,,46,50,2,5,0,0.714,44,51,7,,46,51,2,5,0,0.714,17061,2996,staircase:41->42->43->44,
ATP_MAIN,Gabriel Diallo,26JUN22DIAATM,,02:00:00,06:00:00,06:08:59,latch,49,55,6,,55,50,0,6,0,1.0,50,57,7,,56,51,1,6,0,0.857,50,57,7,,56,50,2,6,0,0.857,9425,1448,staircase:54->55,55
ATP_MAIN,DIA?,26JUN22DIAGAL,,05:00:00,09:00:00,09:00:00,scheduled_fallback,25,26,1,,26,26,1,,0,,26,27,1,,27,27,1,,0,,26,26,0,,26,26,0,,0,0.0,318,0,engagement_join:25->26,26
ATP_MAIN,GAL?,26JUN22DIAGAL,,05:00:00,09:00:00,09:00:00,scheduled_fallback,72,73,1,,73,73,1,,0,,73,75,2,,75,75,2,,0,,,,,,,,,,0,,0,0,staircase:68->69->70->71->72,72
ATP_MAIN,Laslo Djere,26JUN22DJEHOU,,02:00:00,06:00:00,06:00:00,scheduled_fallback,73,78,5,,76,76,5,,0,,76,79,3,,77,77,3,,0,,76,79,3,,76,76,3,,0,,119,12,engagement_join:77->71->75->75->75->76->76,76
ATP_MAIN,Max Houkes,26JUN22DJEHOU,,02:00:00,06:00:00,06:00:00,scheduled_fallback,21,24,3,,23,23,3,,0,,23,26,3,,25,25,3,,0,,23,26,3,,26,26,3,,0,,185,0,engagement_join:21->22,22
ATP_MAIN,Remy Bertola,26JUN22DRABER,,06:30:00,10:30:00,10:30:00,scheduled_fallback,55,59,4,,55,55,4,,0,,56,60,4,,56,56,4,,0,,56,59,3,,56,56,3,,0,,947,720,engagement_join:59,59
ATP_MAIN,Liam Draxl,26JUN22DRABER,,06:30:00,10:30:00,10:30:00,scheduled_fallback,41,44,3,,43,43,3,,0,,42,45,3,,44,44,3,,0,,42,44,2,,44,44,2,,0,,1471,0,staircase:35->36->37->38->39->40,40
ATP_MAIN,Jaime Faria,26JUN22FARGRE,,02:00:00,06:00:00,06:36:30,latch,80,89,9,,84,84,4,8,0,0.889,82,90,8,,85,90,3,8,0,1.0,82,88,6,,84,88,2,5,0,0.833,1984,449,engagement_join:80->74->81->81->81,
ATP_MAIN,Hugo Grenier,26JUN22FARGRE,,02:00:00,06:00:00,06:36:30,latch,8,18,10,,16,8,2,10,0,1.0,11,21,10,,17,14,3,10,0,1.0,10,21,11,,18,13,2,11,0,1.0,3252,741,engagement_join:18->18,18
ATP_MAIN,Hugo Gaston,26JUN22GASMID,,02:00:00,06:00:00,06:00:00,scheduled_fallback,78,79,1,,79,79,1,,0,,79,80,1,,80,80,1,,0,,79,80,1,,80,80,1,,0,,60,0,engagement_join:78->71->79->79->79,79
ATP_MAIN,Lautaro Midon,26JUN22GASMID,,02:00:00,06:00:00,06:00:00,scheduled_fallback,20,21,1,,21,21,1,,0,,22,22,0,,22,22,0,,0,0.0,22,22,0,,22,22,0,,0,0.0,148,0,engagement_join:20->21,21
ATP_MAIN,Vilius Gaubas,26JUN22GAUMMO,,06:30:00,10:30:00,12:14:35,latch,33,42,9,,33,37,5,9,0,1.0,34,47,13,,34,38,5,13,0,1.0,34,42,8,,34,38,5,8,0,1.0,12413,1671,engagement_join:34->33,33
ATP_MAIN,Michael Mmoh,26JUN22GAUMMO,,06:30:00,10:30:00,12:14:35,latch,53,67,14,,65,64,5,14,0,1.0,59,69,10,,66,66,5,10,0,1.0,59,69,10,,65,67,5,10,0,1.0,6054,325,engagement_join:60->65,65
ATP_MAIN,Tom Gentzsch,26JUN22GENKOL,,06:30:00,10:30:00,10:30:00,scheduled_fallback,63,64,1,,64,64,1,,0,,64,66,2,,65,65,2,,0,,64,65,1,,65,65,1,,0,,988,0,engagement_join:63->64,64
ATP_MAIN,Zdenek Kolar,26JUN22GENKOL,,06:30:00,10:30:00,10:30:00,scheduled_fallback,34,35,1,,34,34,1,,0,,36,37,1,,36,36,1,,0,,36,37,1,,36,36,1,,0,,38,0,staircase:31->32->33->34,34
ATP_MAIN,Jack Draper,26JUN22GIRDRA,,03:30:00,07:30:00,09:09:41,latch,6,71,65,,56,70,61,15,0,0.231,66,94,28,,75,73,28,6,0,0.214,66,75,9,,73,73,7,7,0,0.778,6871,761,staircase:5,
ATP_MAIN,Marcos Giron,26JUN22GIRDRA,,03:30:00,07:30:00,09:09:41,latch,6,36,30,,32,28,30,9,0,0.3,29,94,65,,58,30,60,36,0,0.554,26,59,33,,57,31,27,33,0,1.0,6188,1123,staircase:5,
ATP_MAIN,Lorenzo Giustino,26JUN22GIUONC,,03:30:00,07:30:00,07:30:00,scheduled_fallback,12,13,1,,12,12,1,,0,,14,14,0,,14,14,0,,0,0.0,14,14,0,,14,14,0,,0,0.0,77,0,staircase:12,12
ATP_MAIN,Gauthier Onclin,26JUN22GIUONC,,03:30:00,07:30:00,07:30:00,scheduled_fallback,86,87,1,,87,87,1,,0,,87,88,1,,88,88,1,,0,,86,87,1,,87,87,1,,0,,0,19,engagement_join:86->86,86
ATP_MAIN,Kimmer Coppejans,26JUN22GLICOP,,02:00:00,06:00:00,06:00:00,scheduled_fallback,42,47,5,,42,42,5,,0,,43,48,5,,44,44,5,,0,,43,48,5,,44,44,5,,0,,4078,180,staircase:43,
ATP_MAIN,Daniil Glinka,26JUN22GLICOP,,02:00:00,06:00:00,06:00:00,scheduled_fallback,52,56,4,,56,56,4,,0,,54,58,4,,58,58,4,,0,,54,58,4,,58,58,4,,0,,4454,0,engagement_join:53->53,53
ATP_MAIN,Federico Agustin Gomez,26JUN22GOMTAB,,02:00:00,06:00:00,07:02:38,latch,2,34,32,,34,2,0,32,0,1.0,3,36,33,,35,3,0,33,0,1.0,2,35,33,,35,2,0,32,0,0.97,2930,9995,engagement_join:34->34,34
ATP_MAIN,Clement Tabur,26JUN22GOMTAB,,02:00:00,06:00:00,07:02:38,latch,65,98,33,,67,98,2,33,0,1.0,66,99,33,,68,99,2,31,0,0.939,66,98,32,,68,98,2,29,0,0.906,12463,2584,staircase:60->61->62->63->64->65,
ATP_MAIN,David Goffin,26JUN22GUEGOF,,03:30:00,07:30:00,07:30:00,scheduled_fallback,52,57,5,,53,53,5,,0,,56,58,2,,57,57,2,,0,,55,58,3,,57,57,3,,0,,580,607,engagement_join:57,57
ATP_MAIN,Andrea Guerrieri,26JUN22GUEGOF,,03:30:00,07:30:00,07:30:00,scheduled_fallback,42,44,2,,43,43,2,,0,,43,46,3,,46,46,3,,0,,43,46,3,,46,46,3,,0,,693,0,staircase:36->37->38->39->40->41,41
ATP_MAIN,Pierre-Hugues Herbert,26JUN22HERJUB,,06:30:00,10:30:00,10:30:00,scheduled_fallback,55,56,1,,56,56,1,,0,,56,58,2,,57,57,2,,0,,56,58,2,,58,58,2,,0,,322,0,engagement_join:55->56,56
ATP_MAIN,Paul Jubb,26JUN22HERJUB,,06:30:00,10:30:00,10:30:00,scheduled_fallback,43,44,1,,43,43,1,,0,,44,46,2,,44,44,2,,0,,44,46,2,,46,46,2,,0,,851,0,staircase:38->39->40->41->42->43,43
ATP_MAIN,Yu Hsiou Hsu,26JUN22HSUSAK,,03:30:00,07:30:00,08:35:51,latch,7,41,34,,40,7,1,34,0,1.0,8,42,34,,42,8,1,34,0,1.0,7,42,35,,41,8,1,35,0,1.0,2371,2690,staircase:34->35->36->37->38->39,39
ATP_MAIN,Stefanos Sakellaridis,26JUN22HSUSAK,,03:30:00,07:30:00,08:35:51,latch,58,92,34,,59,92,1,33,0,0.971,60,93,33,,60,93,0,33,0,1.0,60,93,33,,60,93,0,33,0,1.0,12384,6,engagement_join:59->59,
ATP_MAIN,Antoine Ghibaudo,26JUN22KECGHI,,06:00:00,10:00:00,10:26:14,latch,6,19,13,,8,19,2,13,0,1.0,9,94,85,,9,21,85,45,0,0.529,9,38,29,,9,21,1,29,0,1.0,1373,2014,staircase:5,
ATP_MAIN,Miomir Kecmanovic,26JUN22KECGHI,,06:00:00,10:00:00,10:26:14,latch,6,91,85,,89,79,85,10,0,0.118,81,94,13,,91,81,3,12,0,0.923,80,91,11,,,81,,11,0,1.0,4132,855,staircase:5,
ATP_MAIN,Miomir Kecmanovic,26JUN22KECMED,,06:00:00,10:00:00,10:00:00,scheduled_fallback,39,42,3,,42,42,3,,0,,40,43,3,,43,43,3,,0,,39,43,4,,43,43,4,,0,,4659,171,staircase:33->34->35,
ATP_MAIN,Hamad Medjedovic,26JUN22KECMED,,06:00:00,10:00:00,10:00:00,scheduled_fallback,57,61,4,,57,57,4,,0,,58,62,4,,58,58,4,,0,,57,62,5,,57,57,5,,0,,304,195,engagement_join:61,73
ATP_MAIN,Gonzalo Bueno,26JUN22KYMBUE,,05:00:00,09:00:00,09:00:00,scheduled_fallback,18,18,0,,18,18,0,,0,0.0,19,20,1,,19,19,1,,0,,19,19,0,,19,19,0,,0,0.0,50,0,staircase:17->18,18
ATP_MAIN,Jerome Kym,26JUN22KYMBUE,,05:00:00,09:00:00,09:00:00,scheduled_fallback,80,81,1,,81,81,1,,0,,82,82,0,,82,82,0,,0,0.0,82,82,0,,82,82,0,,0,0.0,1,0,engagement_join:80->74->81->81->81,81
ATP_MAIN,LAJ?,26JUN22LAJPAV,,02:00:00,06:00:00,06:00:00,scheduled_fallback,73,75,2,,74,74,2,,0,,74,76,2,,76,76,2,,0,,73,74,1,,74,74,1,,0,,200,31,staircase:69->70->71->72->73,73
ATP_MAIN,PAV?,26JUN22LAJPAV,,02:00:00,06:00:00,06:00:00,scheduled_fallback,27,27,0,,27,27,0,,0,0.0,28,28,0,,28,28,0,,0,0.0,28,28,0,,28,28,0,,0,0.0,210,0,engagement_join:27->27,27
ATP_MAIN,ADD?,26JUN22LLAADD,,05:00:00,09:00:00,09:00:00,scheduled_fallback,20,22,2,,20,20,2,,0,,21,23,2,,23,23,2,,0,,21,22,1,,22,22,1,,0,,59,30,staircase:19->20,20
ATP_MAIN,LLA?,26JUN22LLAADD,,05:00:00,09:00:00,09:00:00,scheduled_fallback,79,79,0,,79,79,0,,0,0.0,80,80,0,,80,80,0,,0,0.0,79,80,1,,80,80,1,,0,,1,34,engagement_join:79->73->79->79->79,79
ATP_MAIN,Max Basing,26JUN22MAEBAS,,06:30:00,10:30:00,10:30:00,scheduled_fallback,34,45,11,,40,40,11,,0,,35,46,11,,42,42,11,,0,,35,47,12,,43,43,12,,0,,991,187,staircase:34->35->36->37,37
ATP_MAIN,Francesco Maestrelli,26JUN22MAEBAS,,06:30:00,10:30:00,10:30:00,scheduled_fallback,52,65,13,,58,58,13,,0,,54,66,12,,60,60,12,,0,,53,66,13,,58,58,13,,0,,1620,477,engagement_join:61->63,63
ATP_MAIN,MAN?,26JUN22MANMAY,,04:00:00,08:00:00,08:21:07,latch,3,33,30,,12,5,21,9,0,0.3,4,37,33,,16,7,24,11,0,0.333,4,34,30,,13,6,21,9,0,0.3,4597,4785,engagement_join:33,33
ATP_MAIN,MAY?,26JUN22MANMAY,,04:00:00,08:00:00,08:21:07,latch,66,95,29,,85,93,21,11,0,0.379,67,97,30,,88,95,21,9,0,0.3,67,96,29,,87,95,20,8,0,0.276,28054,1127,staircase:61->62->63->64->65->66,
ATP_MAIN,Fabian Marozsan,26JUN22MARMOL,,03:30:00,07:30:00,07:30:00,scheduled_fallback,55,55,0,,55,55,0,,0,0.0,56,56,0,,56,56,0,,0,0.0,54,56,2,,56,56,2,,0,,11977,678,staircase:53->54,54
ATP_MAIN,Alex Molcan,26JUN22MARMOL,,03:30:00,07:30:00,07:30:00,scheduled_fallback,44,45,1,,45,45,1,,0,,45,46,1,,46,46,1,,0,,45,46,1,,46,46,1,,0,,1349,2,staircase:41->42->43->44,44
ATP_MAIN,Anton Matusevich,26JUN22MATSAK,,02:00:00,06:00:00,06:15:31,latch,26,44,18,,43,44,1,18,0,1.0,30,46,16,,44,45,2,15,0,0.938,31,46,15,,44,39,2,11,0,0.733,1263,27,staircase:38->39->40->41->42,42
ATP_MAIN,Rei Sakamoto,26JUN22MATSAK,,02:00:00,06:00:00,06:15:31,latch,54,70,16,,59,57,5,13,0,0.812,56,73,17,,60,58,4,15,0,0.882,56,75,19,,60,58,4,17,0,0.895,28304,710,staircase:54->55,
ATP_MAIN,MCD?,26JUN22MCDMEL,,06:30:00,10:30:00,12:31:19,latch,91,95,4,,95,91,0,4,0,1.0,95,97,2,,97,95,1,2,0,1.0,91,97,6,,95,93,1,6,0,1.0,1449,562,engagement_join:95->95,95
ATP_MAIN,MEL?,26JUN22MCDMEL,,06:30:00,10:30:00,12:31:19,latch,3,6,3,,5,5,2,2,0,0.667,5,21,16,,6,9,1,16,0,1.0,4,24,20,,6,8,2,20,0,1.0,11853,8717,staircase:3,
ATP_MAIN,Johannus Monday,26JUN22MONSCH,,03:30:00,07:30:00,07:30:00,scheduled_fallback,34,35,1,,34,34,1,,0,,35,36,1,,35,35,1,,0,,35,35,0,,35,35,0,,0,0.0,41,0,staircase:31->32->33->34,34
ATP_MAIN,Tristan Schoolkate,26JUN22MONSCH,,03:30:00,07:30:00,07:30:00,scheduled_fallback,64,65,1,,65,65,1,,0,,65,67,2,,67,67,2,,0,,65,65,0,,65,65,0,,0,0.0,10,0,staircase:60->61->62->63->64,64
ATP_MAIN,Marton Fucsovics,26JUN22MOUFUC,,02:30:00,06:30:00,06:30:00,scheduled_fallback,42,44,2,,44,44,2,,0,,43,46,3,,46,46,3,,0,,43,45,2,,45,45,2,,0,,3017,42,staircase:39->40->41->42,
ATP_MAIN,Corentin Moutet,26JUN22MOUFUC,,02:30:00,06:30:00,06:30:00,scheduled_fallback,55,57,2,,55,55,2,,0,,56,58,2,,56,56,2,,0,,56,58,2,,56,56,2,,0,,9722,2651,staircase:55->56,56
ATP_MAIN,Jack Draper,26JUN22NAKDRA,,03:30:00,07:30:00,07:30:00,scheduled_fallback,47,47,0,,47,47,0,,0,0.0,48,48,0,,48,48,0,,0,0.0,47,48,1,,48,48,1,,0,,1853,565,staircase:43,
ATP_MAIN,Brandon Nakashima,26JUN22NAKDRA,,03:30:00,07:30:00,07:30:00,scheduled_fallback,52,53,1,,52,52,1,,0,,53,54,1,,53,53,1,,0,,52,54,2,,53,53,2,,0,,3388,23,staircase:51,
ATP_MAIN,Billy Harris,26JUN22NAPHAR,,02:00:00,06:00:00,06:30:14,latch,76,87,11,,80,84,4,9,0,0.818,78,88,10,,81,88,3,7,0,0.7,78,88,10,,81,88,3,7,0,0.7,726,38,engagement_join:76->70->77->77->77,
ATP_MAIN,Stefano Napolitano,26JUN22NAPHAR,,02:00:00,06:00:00,06:30:14,latch,11,23,12,,21,11,2,10,0,0.833,13,24,11,,22,14,2,9,0,0.818,14,24,10,,22,14,2,8,0,0.8,23058,92,engagement_join:23,23
ATP_MAIN,Dusan Lajovic,26JUN22NEULAJ,,06:30:00,10:30:00,10:30:00,scheduled_fallback,47,52,5,,48,48,5,,0,,48,53,5,,50,50,5,,0,,48,52,4,,51,51,4,,0,,5002,380,engagement_join:48->49,49
ATP_MAIN,Lukas Neumayer,26JUN22NEULAJ,,06:30:00,10:30:00,10:30:00,scheduled_fallback,47,52,5,,52,52,5,,0,,48,53,5,,53,53,5,,0,,48,53,5,,53,53,5,,0,,1513,56,engagement_join:52->52,52
ATP_MAIN,Luca Nardi,26JUN22NOGNAR,,05:00:00,09:00:00,09:00:00,scheduled_fallback,61,61,0,,61,61,0,,0,0.0,62,62,0,,62,62,0,,0,0.0,62,62,0,,62,62,0,,0,0.0,451,0,engagement_join:61->61,61
ATP_MAIN,Rio Noguchi,26JUN22NOGNAR,,05:00:00,09:00:00,09:00:00,scheduled_fallback,37,39,2,,38,38,2,,0,,38,40,2,,40,40,2,,0,,40,40,0,,40,40,0,,0,0.0,537,0,staircase:37->38,38
ATP_MAIN,PIN?,26JUN22PINUGO,,02:00:00,06:00:00,06:01:46,latch,67,69,2,,69,69,2,0,0,0.0,68,70,2,,70,70,2,0,0,0.0,67,70,3,,69,69,3,0,0,0.0,2008,598,staircase:61->62->63->64->65->66,
ATP_MAIN,UGO?,26JUN22PINUGO,,02:00:00,06:00:00,06:01:46,latch,29,33,4,,30,31,4,1,0,0.25,30,34,4,,31,32,4,1,0,0.25,29,34,5,,31,32,5,1,0,0.2,7532,17590,staircase:31,31
ATP_MAIN,Ivan Ivanov,26JUN22PIRIVA,,02:00:00,06:00:00,06:37:09,latch,11,32,21,,31,15,0,21,0,1.0,12,36,24,,32,16,0,24,0,1.0,12,32,20,,32,25,0,19,0,0.95,3141,31,engagement_join:31->31,31
ATP_MAIN,Zsombor Piros,26JUN22PIRIVA,,02:00:00,06:00:00,06:37:09,latch,65,88,23,,67,84,1,23,0,1.0,68,90,22,,68,85,0,22,0,1.0,66,90,24,,68,85,2,20,0,0.833,12855,1915,staircase:60->61->62->63->64->65,
ATP_MAIN,EVA?,26JUN22PRAEVA,,03:30:00,07:30:00,07:30:00,scheduled_fallback,75,76,1,,75,75,1,,0,,76,77,1,,77,77,1,,0,,76,76,0,,76,76,0,,0,0.0,32,0,engagement_join:75->69->75->75->75,75
ATP_MAIN,PRA?,26JUN22PRAEVA,,03:30:00,07:30:00,07:30:00,scheduled_fallback,24,24,0,,24,24,0,,0,0.0,25,25,0,,25,25,0,,0,0.0,25,25,0,,25,25,0,,0,0.0,331,0,engagement_join:24->24,24
ATP_MAIN,Ethan Quinn,26JUN22QUIROY,,02:00:00,06:00:00,06:00:00,scheduled_fallback,67,68,1,,68,68,1,,0,,68,69,1,,69,69,1,,0,,67,69,2,,69,69,2,,0,,8512,44,staircase:63->64->65->66->67,67
ATP_MAIN,Valentin Royer,26JUN22QUIROY,,02:00:00,06:00:00,06:00:00,scheduled_fallback,31,33,2,,31,31,2,,0,,33,35,2,,33,33,2,,0,,32,35,3,,33,33,3,,0,,3033,243,staircase:31->32->33,33
ATP_MAIN,Nicolas Mejia,26JUN22ROCMEJ,,06:30:00,10:30:00,10:30:00,scheduled_fallback,24,24,0,,24,24,0,,0,0.0,25,25,0,,25,25,0,,0,0.0,25,25,0,,25,25,0,,0,0.0,46,0,engagement_join:24->24,24
ATP_MAIN,Henrique Rocha,26JUN22ROCMEJ,,06:30:00,10:30:00,10:30:00,scheduled_fallback,75,76,1,,76,76,1,,0,,76,77,1,,77,77,1,,0,,76,77,1,,77,77,1,,0,,61,0,engagement_join:75->69->75->75->75->76->75->75->75->76->76,76
ATP_MAIN,Shintaro Mochizuki,26JUN22SACMOC,,03:30:00,07:30:00,08:30:16,latch,64,72,8,,72,64,1,8,0,1.0,65,73,8,,73,65,0,8,0,1.0,64,73,9,,73,64,0,9,0,1.0,187,2602,staircase:67->68->69->70->71,71
ATP_MAIN,Vitaliy Sachko,26JUN22SACMOC,,03:30:00,07:30:00,08:30:16,latch,27,35,8,,27,35,0,8,0,1.0,28,36,8,,29,36,1,8,0,1.0,28,36,8,,28,35,0,8,0,1.0,6628,113,staircase:24->25->26->27,
ATP_MAIN,James McCabe,26JUN22SAFMCC,,02:00:00,06:00:00,06:00:00,scheduled_fallback,28,33,5,,29,29,5,,0,,30,34,4,,30,30,4,,0,,30,34,4,,30,30,4,,0,,739,35,engagement_join:33,33
ATP_MAIN,Roman Safiullin,26JUN22SAFMCC,,02:00:00,06:00:00,06:00:00,scheduled_fallback,65,70,5,,70,70,5,,0,,67,72,5,,71,71,5,,0,,67,71,4,,71,71,4,,0,,886,0,staircase:61->62->63->64->65->66,66
ATP_MAIN,KWON?,26JUN22SAIKWON,,04:00:00,08:00:00,08:00:00,scheduled_fallback,74,90,16,,79,79,16,,0,,76,91,15,,80,80,15,,0,,80,91,11,,80,80,11,,0,,1861,242,engagement_join:85,85
ATP_MAIN,SAI?,26JUN22SAIKWON,,04:00:00,08:00:00,08:00:00,scheduled_fallback,8,24,16,,21,21,16,,0,,10,26,16,,22,22,16,,0,,8,28,20,,22,22,20,,0,,44928,3730,staircase:12->13,13
ATP_MAIN,OCO?,26JUN22SCHOCO,,06:30:00,10:30:00,11:59:43,latch,81,90,9,,82,87,1,8,0,0.889,82,91,9,,83,88,2,8,0,0.889,82,91,9,,82,88,1,8,0,0.889,5233,100,engagement_join:81->75->82->82->82,
ATP_MAIN,Joel Josef Schwaerzler,26JUN22SCHOCO,,06:30:00,10:30:00,11:59:43,latch,9,17,8,,17,12,0,8,0,1.0,10,18,8,,18,13,0,8,0,1.0,10,18,8,,18,13,1,8,0,1.0,613,108,engagement_join:17->17,17
ATP_MAIN,Alex Barrena,26JUN22SKABAR,,03:30:00,07:30:00,08:29:01,latch,3,21,18,,16,3,5,15,0,0.833,4,22,18,,18,4,4,16,0,0.889,4,22,18,,18,4,4,15,0,0.833,7886,6317,staircase:19->20,20
ATP_MAIN,Timofey Skatov,26JUN22SKABAR,,03:30:00,07:30:00,08:29:01,latch,79,96,17,,80,96,1,16,0,0.941,80,97,17,,81,97,1,16,0,0.941,80,96,16,,81,96,1,15,0,0.938,11738,4563,engagement_join:79->73->79->79->79,
ATP_MAIN,Juan Pablo Ficovich,26JUN22SMIFIC,,03:30:00,07:30:00,07:30:00,scheduled_fallback,37,37,0,,37,37,0,,0,0.0,38,40,2,,39,39,2,,0,,37,40,3,,37,37,3,,0,,131,15,staircase:31->32->33->34->35->36,36
ATP_MAIN,Keegan Smith,26JUN22SMIFIC,,03:30:00,07:30:00,07:30:00,scheduled_fallback,62,62,0,,62,62,0,,0,0.0,63,65,2,,65,65,2,,0,,63,67,4,,65,65,4,,0,,2642,0,engagement_join:62->62,62
ATP_MAIN,Henri Squire,26JUN22SQUZHE,,02:00:00,06:00:00,06:00:00,scheduled_fallback,30,31,1,,30,30,1,,0,,31,32,1,,31,31,1,,0,,31,32,1,,31,31,1,,0,,85,21,engagement_join:31->31,31
ATP_MAIN,Michael Zheng,26JUN22SQUZHE,,02:00:00,06:00:00,06:00:00,scheduled_fallback,68,69,1,,69,69,1,,0,,69,70,1,,70,70,1,,0,,69,70,1,,70,70,1,,0,,1002,32,staircase:65->66->67->68,68
ATP_MAIN,Martin Landaluce,26JUN22STRLAN,,05:00:00,09:00:00,09:09:13,latch,52,60,8,,59,52,2,7,0,0.875,53,61,8,,61,53,2,8,0,1.0,53,61,8,,61,53,2,8,0,1.0,34490,6205,engagement_join:58->59,59
ATP_MAIN,Jan-Lennard Struff,26JUN22STRLAN,,05:00:00,09:00:00,09:09:13,latch,40,47,7,,40,47,2,7,0,1.0,41,48,7,,41,48,2,7,0,1.0,41,47,6,,41,47,2,6,0,1.0,75362,68,staircase:36->37->38->39->40,
ATP_MAIN,Franco Roncadelli,26JUN22SWERON,,05:00:00,09:00:00,09:00:00,scheduled_fallback,8,8,0,,8,8,0,,0,0.0,9,9,0,,9,9,0,,0,0.0,9,9,0,,9,9,0,,0,0.0,889,0,staircase:8,8
ATP_MAIN,Dane Sweeny,26JUN22SWERON,,05:00:00,09:00:00,09:00:00,scheduled_fallback,91,92,1,,92,92,1,,0,,92,93,1,,93,93,1,,0,,92,92,0,,92,92,0,,0,0.0,324,0,engagement_join:91->92,92
ATP_MAIN,Alex Bolt,26JUN22TARBOL,,03:30:00,07:30:00,08:09:54,latch,41,55,14,,53,52,1,14,0,1.0,43,60,17,,54,54,1,17,0,1.0,44,58,14,,54,54,1,14,0,1.0,9485,533,engagement_join:53->53,53
ATP_MAIN,Oliver Tarvet,26JUN22TARBOL,,03:30:00,07:30:00,08:09:54,latch,43,57,14,,46,43,2,14,0,1.0,45,58,13,,48,48,3,13,0,1.0,46,58,12,,48,49,2,10,0,0.833,5781,10,staircase:38->39->40->41->42->43->47,47
ATP_MAIN,Luka Mikrut,26JUN22TRAMIK,,05:00:00,09:00:00,11:13:29,latch,8,36,28,,35,12,2,28,0,1.0,9,39,30,,36,15,2,30,0,1.0,9,38,29,,37,13,0,29,0,1.0,11088,1085,staircase:31->32->33->34->35,35
ATP_MAIN,Stefano Travaglia,26JUN22TRAMIK,,05:00:00,09:00:00,11:13:29,latch,62,91,29,,64,86,2,27,0,0.931,63,92,29,,65,88,3,27,0,0.931,64,92,28,,65,87,1,27,0,0.964,35634,2007,engagement_join:62->64,
ATP_MAIN,Gustavo Heide,26JUN22TSEHEI,,06:30:00,10:30:00,10:30:00,scheduled_fallback,52,53,1,,53,53,1,,0,,53,54,1,,54,54,1,,0,,53,54,1,,54,54,1,,0,,212,0,engagement_join:52->53,53
ATP_MAIN,Chun-Hsin Tseng,26JUN22TSEHEI,,06:30:00,10:30:00,10:30:00,scheduled_fallback,47,47,0,,47,47,0,,0,0.0,48,48,0,,48,48,0,,0,0.0,48,48,0,,48,48,0,,0,0.0,201,0,engagement_join:47->47,47
ATP_MAIN,Bernard Tomic,26JUN22UCHTOM,,06:30:00,10:30:00,12:08:10,latch,80,86,6,,80,83,0,6,0,1.0,81,87,6,,81,84,0,6,0,1.0,80,87,7,,80,87,0,6,0,0.857,491,10,engagement_join:80->73->80->80->80,
ATP_MAIN,Kaichi Uchida,26JUN22UCHTOM,,06:30:00,10:30:00,12:08:10,latch,10,21,11,,21,16,1,11,0,1.0,14,23,9,,22,18,1,9,0,1.0,11,23,12,,22,18,1,12,0,1.0,2623,65,engagement_join:20->21,21
ATP_MAIN,Pedro Martinez,26JUN22VIRMAR,,05:00:00,09:00:00,09:00:00,scheduled_fallback,14,15,1,,14,14,1,,0,,15,16,1,,15,15,1,,0,,15,16,1,,15,15,1,,0,,526,65,staircase:14->15,15
ATP_MAIN,Otto Virtanen,26JUN22VIRMAR,,05:00:00,09:00:00,09:00:00,scheduled_fallback,83,86,3,,86,86,3,,0,,84,87,3,,87,87,3,,0,,85,86,1,,86,86,1,,0,,3033,0,engagement_join:83->77->85->85->85,85
ATP_MAIN,Nick Kyrgios,26JUN22WALKYR,,07:30:00,11:30:00,11:36:52,latch,56,58,2,,57,57,2,1,0,0.5,58,59,1,,58,58,1,0,0,0.0,56,59,3,,58,58,3,2,0,0.667,62554,2683,engagement_join:57,57
ATP_MAIN,Adam Walton,26JUN22WALKYR,,07:30:00,11:30:00,11:36:52,latch,41,43,2,,42,43,1,1,0,0.5,43,44,1,,43,44,0,1,0,1.0,41,44,3,,43,44,3,1,0,0.333,27042,717,staircase:37->38->39->40->41->44,44
